shift,repetition,precision,recall,f1
0.0,0,0.0,0.0,0.0
0.5,0,0.0,0.0,0.0
1.0,0,1.0,0.0017376194613379669,0.0034692107545533394
1.5,0,0.045104510451045104,0.017810599478714162,0.02553721582061663
2.0,0,0.1849894291754757,0.07602085143353605,0.10775862068965517
2.5,0,0.4096662830840046,0.15464813205907907,0.22453484705140336
3.0,0,0.9912790697674418,0.14813205907906168,0.25774754346182915
3.5,0,0.995475113122172,0.19113814074717636,0.3206997084548105
4.0,0,0.9962335216572504,0.22980017376194614,0.37345570067066713
4.5,0,0.9982578397212544,0.24891398783666377,0.3984700973574409
5.0,0,1.0,0.2680278019113814,0.4227475162726962
5.5,0,0.9983136593591906,0.2571676802780191,0.40898100172711566
6.0,0,1.0,0.27150304083405735,0.4270584215920738
6.5,0,1.0,0.2845351867940921,0.4430165708488333
