shift,repetition,precision,recall,f1
0.0,0,0.0014943960149439602,0.0026064291920069507,0.001899635903118569
0.0,1,0.13333333333333333,0.0008688097306689834,0.0017263703064307292
0.0,2,0.001678254615200192,0.0030408340573414424,0.0021628302178279004
0.0,3,0.011481056257175661,0.021720243266724587,0.01502178158329578
0.0,4,0.0022118456623248955,0.003909643788010426,0.0028253021503688584
0.0,5,0.12,0.0013032145960034753,0.002578427159432746
0.0,6,0.00853517877739331,0.016072980017376195,0.011149615790266687
0.0,7,0.08333333333333333,0.0004344048653344917,0.0008643042350907519
0.0,8,0.06666666666666667,0.0004344048653344917,0.0008631851532153646
0.0,9,0.002108036890645586,0.0034752389226759338,0.0026242414302115793
0.5,0,0.049521531100478466,0.08992180712423979,0.06386917618019128
0.5,1,0.06563354603463993,0.12510860121633363,0.08609865470852018
0.5,2,1.0,0.011728931364031277,0.023185916702447403
0.5,3,0.65,0.016941789748045177,0.03302286198137172
0.5,4,1.0,0.01216333622936577,0.0240343347639485
0.5,5,0.9166666666666666,0.014335360556038228,0.028229255774165952
0.5,6,1.0,0.008253692441355343,0.01637225333907798
0.5,7,0.06319188191881919,0.11902693310165074,0.08255498644169931
0.5,8,0.06168392615938766,0.11902693310165074,0.08125741399762752
0.5,9,0.5238095238095238,0.009556907037358819,0.01877133105802048
1.0,0,0.6524663677130045,0.2528236316246742,0.36443331246086413
1.0,1,0.6741116751269035,0.2884448305821025,0.40401581989656227
1.0,2,0.810958904109589,0.2571676802780191,0.3905013192612137
1.0,3,0.698870765370138,0.24196350999131191,0.3594707970313004
1.0,4,0.714123006833713,0.27237185056472635,0.39433962264150946
1.0,5,0.8012738853503185,0.2732406602953953,0.40751538710722385
1.0,6,0.6853685368536854,0.27063423110338836,0.3880411086888819
1.0,7,0.762619372442019,0.24283231972198088,0.3683690280065897
1.0,8,0.7470967741935484,0.25152041702867073,0.3763405914852129
1.0,9,0.7588832487309645,0.25977410947002605,0.3870550161812297
1.5,0,0.9919678714859438,0.3218940052128584,0.48606100360774024
