shift,repetition,precision,recall,f1
0.0,0,0.0023121387283236996,0.0034752389226759338,0.0027768136063866713
0.0,1,0.003672316384180791,0.005647263249348393,0.004450530640191715
0.0,2,0.0022968705139247776,0.0034752389226759338,0.002765773552290406
0.0,3,1.0,0.007819287576020852,0.015517241379310346
0.0,4,0.0034873583260680036,0.005212858384013901,0.0041790005223750655
0.0,5,0.005903851560303626,0.009122502172024326,0.007168458781362006
0.0,6,0.002318840579710145,0.0034752389226759338,0.0027816411682892906
0.0,7,1.0,0.004344048653344918,0.00865051903114187
0.0,8,0.0043397396156230625,0.006081668114682885,0.005065123010130246
0.0,9,1.0,0.0034752389226759338,0.0069264069264069255
0.5,0,0.04219409282700422,0.06516072980017376,0.05122076148198736
0.5,1,0.0539053905390539,0.08514335360556038,0.06601549343213202
0.5,2,0.05566271700192891,0.08774978279756733,0.06811667509694823
0.5,3,0.052915766738660906,0.08514335360556038,0.06526806526806526
0.5,4,0.08675445391169635,0.14596003475238922,0.1088259109311741
0.5,5,0.054959785522788206,0.08905299739357081,0.0679708222811671
0.5,6,0.045442250473356774,0.07298001737619461,0.05600933488914819
0.5,7,0.04915390813859791,0.079496090356212,0.06074688796680498
0.5,8,0.07704612103439083,0.1255430060816681,0.09548983974888485
0.5,9,0.04154057771664374,0.06559513466550826,0.05086744146875527
1.0,0,0.22420681551116334,0.4144222415291051,0.2909867317370749
1.0,1,0.24184717924303736,0.4413553431798436,0.31247116715362144
1.0,2,0.2257987028585155,0.40834057341442226,0.2907965970610982
1.0,3,0.5213903743315508,0.25412684622067766,0.3417056074766355
1.0,4,0.23645437262357413,0.4322328410078193,0.30568356374807987
1.0,5,0.23194643711142993,0.42137271937445697,0.2991980259099321
1.0,6,0.23787584869059167,0.4261511728931364,0.30532212885154064
1.0,7,0.2221957608954513,0.4052997393570808,0.2870327641901246
1.0,8,0.2265048774684749,0.4135534317984361,0.2926979246733282
1.0,9,0.22475876676865145,0.41485664639443964,0.2915585406808121
1.5,0,0.3651661758519142,0.7541268462206777,0.4920634920634921
1.5,1,0.3675373134328358,0.7701998262380538,0.4976143699129947
1.5,2,0.3710388247639035,0.7680278019113814,0.5003537568982596
1.5,3,0.37029332223840233,0.7732406602953953,0.5007736671824449
1.5,4,0.36449948400412796,0.7671589921807124,0.494193367846649
1.5,5,0.3612836438923395,0.7580364900086881,0.4893438025799215
1.5,6,0.36947368421052634,0.762380538662033,0.49773114010209873
1.5,7,0.3736951983298539,0.7775847089487402,0.5047941342357585
1.5,8,0.36156814950233596,0.7732406602953953,0.49273356401384083
1.5,9,0.3624119353501865,0.7597741094700261,0.4907407407407408
2.0,0,0.42254601226993865,0.9574283231972198,0.5863261505719607
2.0,1,0.4233771178374262,0.9661164205039097,0.5887491727332892
2.0,2,0.7517973296816158,0.9539530842745438,0.8408960367604824
2.0,3,0.6951102588686481,0.629887054735013,0.6608933454876937
2.0,4,0.4236084452975048,0.9587315377932233,0.5875931842385517
2.0,5,0.42918204779483193,0.9596003475238922,0.5930997449322056
2.0,6,0.4283226929773651,0.9617723718505647,0.5926917414000804
2.0,7,0.42329055736448956,0.9600347523892268,0.5875315698524524
2.0,8,0.7287878787878788,0.6268462206776716,0.6739841195702942
2.0,9,0.4265949269792467,0.9643788010425717,0.5915267785771383
2.5,0,0.43009345794392523,0.9995655951346655,0.601411395713539
2.5,1,0.4401300688599847,0.9995655951346655,0.6111553784860557
2.5,2,0.43706094550977787,1.0,0.6082705773550007
2.5,3,0.4352184603745035,0.9995655951346655,0.6064040057978654
2.5,4,0.7501246882793018,0.6533449174630755,0.698397956814488
2.5,5,0.44055140723721997,0.9995655951346655,0.6115614617940199
2.5,6,0.4392898052691867,0.9995655951346655,0.6103448275862069
2.5,7,0.4359946899298312,0.9986967854039965,0.6069966996699669
2.5,8,0.4294249439880508,0.9991311902693311,0.6006790284669627
2.5,9,0.43653955606146844,0.9995655951346655,0.607685197411858
3.0,0,0.7250842561386616,0.6542137271937446,0.6878282712948162
3.0,1,0.43615005683971203,1.0,0.6073878627968338
3.0,2,0.43140929535232386,1.0,0.6027755957056822
3.0,3,0.4485580670303975,1.0,0.6193166532149583
3.0,4,0.43368500376789754,1.0,0.604993429697766
3.0,5,0.4444015444015444,1.0,0.615343491045175
3.0,6,0.43417578272350055,1.0,0.6054708048395582
3.0,7,0.7303588748787585,0.6542137271937446,0.69019248395967
3.0,8,0.44133435582822084,1.0,0.6123969140728918
3.0,9,0.4348318851530034,1.0,0.6061084781463929
3.5,0,0.43076347305389223,1.0,0.6021449123724824
3.5,1,0.4404898584003062,1.0,0.6115834218916046
3.5,2,0.43433962264150944,1.0,0.6056300973428045
3.5,3,0.4390616059507915,1.0,0.6102054340622929
3.5,4,0.43789233403081607,1.0,0.60907527450721
3.5,5,0.43590229123272106,1.0,0.6071475669260187
3.5,6,0.4373931217936538,1.0,0.608592200925314
3.5,7,0.44483091787439616,1.0,0.6157549819446303
3.5,8,0.7229899497487438,1.0,0.8392271235873132
3.5,9,0.4421820975797157,1.0,0.6132125732551945
4.0,0,0.43516068052930057,1.0,0.6064278187565858
4.0,1,0.43847619047619046,1.0,0.6096398305084746
4.0,2,0.4363981042654028,1.0,0.607628348950772
4.0,3,0.43442158897905264,1.0,0.6057097750296013
4.0,4,0.43805899143672694,1.0,0.6092364694984782
4.0,5,0.44192743328853906,1.0,0.6129676474504061
4.0,6,0.43681214421252373,1.0,0.6080295826730059
4.0,7,0.4355723746452223,1.0,0.6068274680374325
4.0,8,0.7250842561386616,0.6542137271937446,0.6878282712948162
