omega,repetition,precision,recall,f1
2.0,0,0.9907894736842106,0.6542137271937446,0.7880690737833594
2.0,1,0.9907894736842106,0.6542137271937446,0.7880690737833594
2.0,2,0.9920948616600791,0.6542137271937446,0.7884816753926701
2.0,3,0.9888378200919238,0.6542137271937446,0.7874509803921568
2.0,4,0.9920948616600791,0.6542137271937446,0.7884816753926701
2.0,5,0.9920948616600791,0.6542137271937446,0.7884816753926701
2.0,6,0.9934036939313984,0.6542137271937446,0.78889470927187
2.0,7,0.9953734302709848,0.6542137271937446,0.7895150720838795
2.0,8,0.9986737400530504,0.6542137271937446,0.7905511811023622
2.0,9,0.9973509933774835,0.6542137271937446,0.7901364113326339
2.5,0,0.9888378200919238,0.6542137271937446,0.7874509803921568
2.5,1,0.9171314741035856,1.0,0.9567747298420615
2.5,2,0.9862475442043221,0.6542137271937446,0.7866283624967354
2.5,3,0.9849574885546108,0.6542137271937446,0.7862176977290525
2.5,4,0.9334955393349554,1.0,0.9656040268456375
2.5,5,0.9868938401048493,0.6542137271937446,0.7868338557993731
2.5,6,0.9856020942408377,0.6542137271937446,0.7864229765013054
2.5,7,0.9875409836065574,0.6542137271937446,0.7870394564933368
2.5,8,0.9901380670611439,0.6542137271937446,0.7878629348679048
2.5,9,0.9894875164257556,0.6542137271937446,0.7876569037656904
3.0,0,0.8912117692605498,1.0,0.9424769703172979
3.0,1,0.9716129032258064,0.6542137271937446,0.7819314641744548
3.0,2,0.9323612798703929,1.0,0.9649968560050304
3.0,3,0.9823874755381604,0.6542137271937446,0.7853976531942634
3.0,4,0.97349709114415,0.6542137271937446,0.7825409197194076
3.0,5,0.9830287206266318,0.6542137271937446,0.7856025039123631
3.0,6,0.9716129032258064,0.6542137271937446,0.7819314641744548
3.0,7,0.8816545384909996,1.0,0.9371056381029921
3.0,8,0.801811215604319,1.0,0.890005799342741
3.0,9,0.9868938401048493,0.6542137271937446,0.7868338557993731
3.5,0,0.6723130841121495,1.0,0.8040516940272441
3.5,1,0.7719651240778002,1.0,0.8713096139288418
3.5,2,0.8105633802816902,1.0,0.895371450797355
3.5,3,0.842606149341142,1.0,0.914580850218514
3.5,4,0.6869591166815876,1.0,0.81443481337343
3.5,5,0.824203365556749,1.0,0.9036310107948969
3.5,6,0.8398394746442904,1.0,0.9129486416815388
3.5,7,0.9709864603481625,0.6542137271937446,0.781728523228653
3.5,8,0.7878165639972622,1.0,0.8813169984686066
3.5,9,0.8224365844944623,1.0,0.902568123897275
4.0,0,0.8151558073654391,1.0,0.8981662114709325
4.0,1,0.9507575757575758,0.6542137271937446,0.7750900669068451
4.0,2,0.857036485480268,1.0,0.9230152365677626
4.0,3,0.9647661755285074,0.6542137271937446,0.7797048925705411
4.0,4,0.93424317617866,0.6542137271937446,0.7695452222789985
4.0,5,0.9359850839030454,0.6542137271937446,0.7701355152135004
4.0,6,0.6184846856528748,1.0,0.7642762284196547
4.0,7,0.9507575757575758,0.6542137271937446,0.7750900669068451
4.0,8,0.9507575757575758,0.6542137271937446,0.7750900669068451
4.0,9,0.6041994750656168,1.0,0.7532722513089005
4.5,0,0.9211009174311927,0.6542137271937446,0.7650495300990603
4.5,1,0.9471698113207547,0.6542137271937446,0.7738951695786228
4.5,2,0.9256299938537185,0.6542137271937446,0.7666072792059049
4.5,3,0.5847091694183388,1.0,0.7379387722391408
4.5,4,0.9354037267080745,0.6542137271937446,0.7699386503067485
4.5,5,0.6554669703872438,1.0,0.7918816649466804
4.5,6,0.6405119643850863,1.0,0.7808683853459973
4.5,7,0.6015155474261824,1.0,0.7511829009626366
4.5,8,0.6024600889819419,1.0,0.7519189939572105
4.5,9,0.6073878627968338,1.0,0.7557452396585687
5.0,0,0.51695486189086,1.0,0.6815692079940784
5.0,1,0.5108743897026188,1.0,0.6762632197414806
5.0,2,0.5018530630041421,1.0,0.6683118014225577
5.0,3,0.5146434160518668,1.0,0.6795571955719558
5.0,4,0.4979450573220852,1.0,0.6648375451263538
5.0,5,0.902336728579988,0.6542137271937446,0.758499118609922
5.0,6,0.4984841922910351,1.0,0.6653179190751445
5.0,7,0.5053787047200878,1.0,0.6714306548053084
5.0,8,0.5042716319824754,1.0,0.6704528906363769
5.0,9,0.5058228960667985,1.0,0.671822559463009
5.5,0,0.4690301548492258,1.0,0.6385575589459085
5.5,1,0.47288414133114215,1.0,0.6421199442119944
5.5,2,0.4664640324214792,1.0,0.6361752107226751
5.5,3,0.47503095336359885,1.0,0.6440962506994964
5.5,4,0.46826688364524005,1.0,0.6378498198947078
5.5,5,0.46769605851279966,1.0,0.6373200442967885
5.5,6,0.4703718839395178,1.0,0.6397998888271262
5.5,7,0.46826688364524005,1.0,0.6378498198947078
5.5,8,0.45765407554671966,1.0,0.6279323513366066
5.5,9,0.8610634648370498,0.6542137271937446,0.7435201184892619
6.0,0,0.432381667918858,1.0,0.6037241017571466
6.0,1,0.4383092155369383,1.0,0.6094784220280646
6.0,2,0.43011958146487295,1.0,0.6015155474261823
6.0,3,0.4319759804841434,1.0,0.6033285283711178
6.0,4,0.7324902723735408,0.6542137271937446,0.6911427260211106
6.0,5,0.7602221100454316,0.6542137271937446,0.7032453887462059
6.0,6,0.42875768299497113,1.0,0.6001825055403468
6.0,7,0.4409961685823755,1.0,0.6120712576442435
6.0,8,0.43466767371601206,1.0,0.6059489339299816
6.0,9,0.43822577574719207,1.0,0.6093977498345466
6.5,0,0.6243781094527363,0.6542137271937446,0.638947815019092
6.5,1,0.6649006622516557,0.6542137271937446,0.6595139040945917
6.5,2,0.7606060606060606,0.6542137271937446,0.7034096216721158
6.5,3,0.7209191000478697,0.6542137271937446,0.6859485310863129
6.5,4,0.7282398452611218,0.6542137271937446,0.6892448512585811
6.5,5,0.7518721917124314,0.6542137271937446,0.6996515679442508
6.5,6,0.6102106969205835,0.6542137271937446,0.6314465408805031
6.5,7,0.7621457489878543,0.6542137271937446,0.7040673211781207
6.5,8,0.6411238825031929,0.6542137271937446,0.6476026660933134
6.5,9,0.7077067669172933,0.6542137271937446,0.6799097065462755
7.0,0,0.5157534246575343,0.6542137271937446,0.5767905017234777
7.0,1,0.6206524669722298,1.0,0.7659291299284645
7.0,2,0.43474976392823417,1.0,0.6060286955377123
7.0,3,0.6933701657458563,0.6542137271937446,0.673223066607063
7.0,4,0.6556377884196778,0.6542137271937446,0.654924983692107
7.0,5,0.5413922859830668,1.0,0.7024717729630761
7.0,6,0.4871957671957672,1.0,0.6551871353351358
7.0,7,0.6290726817042607,0.6542137271937446,0.6413969335604771
7.0,8,0.47358490566037736,0.6542137271937446,0.5494345129514776
7.0,9,0.5825918762088975,0.6542137271937446,0.6163290362185391
7.5,0,0.4703718839395178,1.0,0.6397998888271262
7.5,1,0.5495344951062306,1.0,0.7092897858573409
7.5,2,0.48771186440677966,1.0,0.655653659925947
7.5,3,0.4926171624224267,1.0,0.6600716845878136
7.5,4,0.43581976524043925,1.0,0.6070675105485233
7.5,5,0.4500896592946802,0.6542137271937446,0.53328611898017
7.5,6,0.46458123107971744,1.0,0.6344219374397133
7.5,7,0.4219208211143695,1.0,0.5934519205980924
7.5,8,0.41484952243647505,1.0,0.5864221118328876
7.5,9,0.37504072987943954,1.0,0.5454976303317535
8.0,0,0.3603631809643081,1.0,0.5298043728423476
8.0,1,0.3939756974157111,1.0,0.5652547575199508
8.0,2,0.3570099255583127,1.0,0.5261714285714285
8.0,3,0.4515496273048254,1.0,0.6221621621621621
8.0,4,0.35557615075687365,1.0,0.5246125797629899
8.0,5,0.3542083397445761,1.0,0.5231223724576752
8.0,6,0.3585669781931464,1.0,0.5278605824352213
8.0,7,0.3587905236907731,1.0,0.5281027758660243
8.0,8,0.35873461118902916,1.0,0.5280422066750774
8.0,9,0.364702154626109,1.0,0.534478755514279
8.5,0,0.34353081629607524,1.0,0.511385093857603
8.5,1,0.34144170869178286,1.0,0.5090667846085802
8.5,2,0.3389780591959947,1.0,0.5063235455845155
8.5,3,0.3407341622261693,1.0,0.5082799735040848
8.5,4,0.34440454817474564,1.0,0.5123525484086356
8.5,5,0.3418981137680083,1.0,0.509573879358052
8.5,6,0.3422539399345822,1.0,0.5099689853788215
8.5,7,0.3482075328997126,1.0,0.5165488612139572
8.5,8,0.34154302670623143,1.0,0.5091793850917938
8.5,9,0.3418981137680083,1.0,0.509573879358052
9.0,0,0.33323682686740014,1.0,0.4998914223669924
9.0,1,0.329516175207558,1.0,0.49569336778639106
9.0,2,0.33265895953757224,1.0,0.49924094556495335
9.0,3,0.3334298957126304,1.0,0.5001086248099066
9.0,4,0.34245760190419516,1.0,0.5101950354609929
9.0,5,0.3349825378346915,1.0,0.5018530630041421
9.0,6,0.3287632105112825,1.0,0.49484092863284607
9.0,7,0.3360583941605839,1.0,0.5030594405594405
9.0,8,0.33285135916714864,1.0,0.49945758298980253
9.0,9,0.32740719670032714,1.0,0.4933033322618665
9.5,0,0.3182195189383467,1.0,0.4828020134228188
9.5,1,0.32043429844098,1.0,0.4853468269028041
9.5,2,0.3224992995236761,1.0,0.48771186440677966
9.5,3,0.31941168308588874,1.0,0.48417288884214954
9.5,4,0.3236782902137233,1.0,0.48905884852347564
9.5,5,0.323814882543255,1.0,0.48921474869833176
9.5,6,0.3214634827538053,1.0,0.48652647152065936
9.5,7,0.3182195189383467,1.0,0.4828020134228188
9.5,8,0.31905751905751906,1.0,0.48376589261321845
9.5,9,0.3228611500701262,1.0,0.48812553011026294
10.0,0,0.3246826516220028,1.0,0.4902044293015333
10.0,1,0.31188185882671726,1.0,0.4754724775379531
10.0,2,0.31534246575342467,1.0,0.4794834409498021
10.0,3,0.3124321389793703,1.0,0.4761116856256464
10.0,4,0.3183075221238938,1.0,0.4829032934759807
10.0,5,0.3146958304853042,1.0,0.4787355724238328
10.0,6,0.3113335136597241,1.0,0.47483498349834985
10.0,7,0.31251696986152594,1.0,0.47621017790649567
10.0,8,0.3104099244875944,1.0,0.47376003292858615
10.0,9,0.32128401953942776,1.0,0.4863209041935143
10.5,0,0.29787784679089024,1.0,0.4590229312063808
10.5,1,0.3098250336473755,1.0,0.47307850390464445
10.5,2,0.3066471293459438,1.0,0.4693648689978591
10.5,3,0.2976467545901215,1.0,0.45874850538062967
10.5,4,0.3019016393442623,1.0,0.4637856351364964
10.5,5,0.3057917109458023,1.0,0.46836215666327563
10.5,6,0.30413528867750034,1.0,0.46641677641576335
10.5,7,0.3101172032870807,1.0,0.4734190231362468
10.5,8,0.3002086593635889,1.0,0.4617853560682046
10.5,9,0.30668798294697575,1.0,0.4694127243066884
11.0,0,0.2961533513443973,1.0,0.45697270471464024
11.0,1,0.2961152559814767,1.0,0.4569273521238586
11.0,2,0.29467485919098824,1.0,0.4552105991694681
11.0,3,0.31560186454620237,1.0,0.47978324301792413
11.0,4,0.2969173223268412,1.0,0.45788165091994026
11.0,5,0.29501473792131233,1.0,0.4556160316674913
11.0,6,0.2939223697650664,1.0,0.45431221630155916
11.0,7,0.3015457165313073,1.0,0.4633655394524959
11.0,8,0.2982251586993134,1.0,0.4594351861091707
11.0,9,0.2970705897535166,1.0,0.458063874241369
12.0,0,0.3107031988122554,1.0,0.47410153434249824
12.0,1,0.2950525506280441,1.0,0.45566112430720507
12.0,2,0.28318366342723583,1.0,0.44137666570798584
12.0,3,0.27838916434877253,1.0,0.435531170182575
12.0,4,0.2820041651353669,1.0,0.43994266602962256
12.0,5,0.2898514228154117,1.0,0.4494338149160484
12.0,6,0.28423262131127297,1.0,0.44264974521680606
12.0,7,0.28066325286515487,1.0,0.4383092155369383
12.0,8,0.28923231561753987,1.0,0.44868921157781894
12.0,9,0.2829400196656834,1.0,0.4410806667944051
13.0,0,0.32083837162434503,0.34578627280625546,0.3328454944595442
13.0,1,0.2702195093320812,1.0,0.42546899547176786
13.0,2,0.27133427628477136,1.0,0.4268496198776191
13.0,3,0.27047350487604277,1.0,0.4257837787847961
13.0,4,0.27063249470961676,1.0,0.42598075499629906
13.0,5,0.2750298685782557,1.0,0.4314092953523238
13.0,6,0.27018779342723004,1.0,0.4254296802809092
13.0,7,0.2722005439281069,1.0,0.4279208104842458
13.0,8,0.26955503512880563,1.0,0.42464489946504336
13.0,9,0.2707279783605786,1.0,0.4260990282276723
14.0,0,0.26165037508524663,1.0,0.41477477477477476
14.0,1,0.2646281181745028,1.0,0.4185074084174166
14.0,2,0.2623660816047413,1.0,0.4156735283495847
14.0,3,0.26374885426214484,1.0,0.4174070716228468
14.0,4,0.259936766034327,1.0,0.41261874887972755
14.0,5,0.262097233291586,1.0,0.4153360396932792
14.0,6,0.2728781412991939,1.0,0.42875768299497113
14.0,7,0.2310170271514036,0.6542137271937446,0.3414578845935835
14.0,8,0.26043670098427424,1.0,0.4132483619064716
14.0,9,0.26377907642947174,1.0,0.4174449179436032
15.0,0,0.25277259251125506,1.0,0.4035410640722237
15.0,1,0.25609077761708754,1.0,0.4077583916393588
15.0,2,0.25411193288442435,1.0,0.40524601707596164
15.0,3,0.2523292776498959,1.0,0.40297592997811815
15.0,4,0.2545333923042901,1.0,0.4057817733121805
15.0,5,0.25552225552225555,1.0,0.40703739722394133
15.0,6,0.25360802027101464,1.0,0.4046049740750505
15.0,7,0.2572067039106145,1.0,0.4091717028083896
15.0,8,0.25288366472591456,1.0,0.40368259535291545
15.0,9,0.2554938956714761,1.0,0.407001414427157
