omega,repetition,precision,recall,f1
2.0,0,0.9953703703703703,0.6537793223284101,0.7891976927110643
2.0,1,0.9933993399339934,0.6537793223284101,0.7885774168194918
2.0,2,0.9940554821664465,0.6537793223284101,0.7887840670859538
2.0,3,0.9927440633245382,0.6537793223284101,0.7883708748035619
2.0,4,0.9953703703703703,0.6537793223284101,0.7891976927110643
2.0,5,0.9947124917382684,0.6537793223284101,0.7889908256880734
2.0,6,0.9973492379058979,0.6537793223284101,0.789818945158751
2.0,7,0.99933598937583,0.6537793223284101,0.7904411764705882
2.0,8,0.9986737400530504,0.6542137271937446,0.7905511811023622
2.0,9,0.99933598937583,0.6537793223284101,0.7904411764705882
2.5,0,0.9960291197882197,0.6537793223284101,0.7894046682402308
2.5,1,0.9156722354813047,1.0,0.9559800664451827
2.5,2,0.9973492379058979,0.6537793223284101,0.789818945158751
2.5,3,0.9960291197882197,0.6537793223284101,0.7894046682402308
2.5,4,0.9259855189058729,1.0,0.9615705931495405
2.5,5,0.9947124917382684,0.6537793223284101,0.7889908256880734
2.5,6,0.992089650626236,0.6537793223284101,0.7881644409531291
2.5,7,0.9966887417218543,0.6537793223284101,0.7896117523609654
2.5,8,0.9940554821664465,0.6537793223284101,0.7887840670859538
2.5,9,0.9960291197882197,0.6537793223284101,0.7894046682402308
3.0,0,0.7937931034482759,1.0,0.8850442137639369
3.0,1,0.9894875164257556,0.6542137271937446,0.7876569037656904
3.0,2,0.8736242884250475,1.0,0.9325501316589022
3.0,3,0.994059405940594,0.6542137271937446,0.7891013885250197
3.0,4,0.9881812212738017,0.6537793223284101,0.7869281045751634
3.0,5,0.9914361001317523,0.6537793223284101,0.7879581151832461
3.0,6,0.9862385321100917,0.6537793223284101,0.7863113897596656
3.0,7,0.8154445625221396,1.0,0.8983414634146342
3.0,8,0.7691279652522552,1.0,0.8694995278564684
3.0,9,0.9953703703703703,0.6537793223284101,0.7891976927110643
3.5,0,0.6869591166815876,1.0,0.81443481337343
3.5,1,0.6662807525325615,1.0,0.799722077470905
3.5,2,0.6780559646539028,1.0,0.8081446375285238
3.5,3,0.6838978015448604,1.0,0.8122794636556104
3.5,4,0.9855926653569089,0.6537793223284101,0.7861060329067642
3.5,5,0.6760646108663729,1.0,0.8067285789381462
3.5,6,0.6752713405690819,1.0,0.8061635440378219
3.5,7,0.5060483870967742,0.6542137271937446,0.5706707086017432
3.5,8,0.6914989486332231,1.0,0.8176167643402592
3.5,9,0.7124729186010523,1.0,0.832098319175854
4.0,0,0.6106100795755968,1.0,0.7582345191040843
4.0,1,0.622330359556637,1.0,0.7672054657557074
4.0,2,0.6019874476987448,1.0,0.7515507672216781
4.0,3,0.597922077922078,1.0,0.7483745123537061
4.0,4,0.5617306975009325,0.6542137271937446,0.6044551475015051
4.0,5,0.595021730541288,0.6542137271937446,0.6232153941651148
4.0,6,0.6419408812046848,1.0,0.781929347826087
4.0,7,0.6488162344983089,1.0,0.787008547008547
4.0,8,0.9817470664928292,0.6542137271937446,0.7851929092805007
4.0,9,0.6057894736842105,1.0,0.754506719108489
4.5,0,0.5469232596816346,1.0,0.7071110428505606
4.5,1,0.4495522388059702,0.6542137271937446,0.5329087048832272
4.5,2,0.5011647254575707,0.6542137271937446,0.567552289429056
4.5,3,0.5606429615197273,1.0,0.7184769038701623
4.5,4,0.5447231424514908,1.0,0.7052696078431372
4.5,5,0.558060606060606,1.0,0.7163528862610861
4.5,6,0.5464039876572514,1.0,0.7066768994627782
4.5,7,0.5664370078740157,1.0,0.7232170907948476
4.5,8,0.5460151802656547,1.0,0.7063516416078552
4.5,9,0.5411377527033381,1.0,0.7022574740695546
5.0,0,0.5153346765166779,1.0,0.6801595508937804
5.0,1,0.519170049616599,1.0,0.6834916864608076
5.0,2,0.515796549406229,1.0,0.6805617147080563
5.0,3,0.5146434160518668,1.0,0.6795571955719558
5.0,4,0.5797028456308234,1.0,0.7339391040969233
5.0,5,0.5044926583388122,1.0,0.6706482155863073
5.0,6,0.5443367226294632,1.0,0.7049456438523962
